Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Townhouse,$140/month,1975,Pine Meadows,,,,,,8 Fernwood Dr 60440,2.0,1,900," Natural Gas, Forced Air", Central Air, 1,, 4, 0, Full, Finished,," $2,190.70", 6

Townhouse,$190/month,2019,Bolingbrook,,"$307,500",, 2,,131 Barbers Corner Rd 60440,2.0,2,"1,459"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,,, 5

Single Family Residential,$29/month,2005,Augusta Village,,"$384,000",, 2, Bolingbrook High School,226 Carolina St 60490,5.0,3.5,"2,585", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished," 1,250"," $11,491.90", 9

Single Family Residential,,1973,Indian Oaks,,"$315,250",, 2, Bolingbrook High School,545 Cottonwood Cir 60440,5.0,3,"2,355"," Natural Gas, Forced Air", Central Air, 3,, 0, 0,, None,," $7,157", 9

Single Family Residential,,1987,Feathersound,,,, 2, Bolingbrook High School,563 Charlestown Dr 60440,4.0,2.5,"2,800"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 0, Partial, Unfinished,," $6,846", 8

Single Family Residential,$13/month,2003,Bolingbrook,,"$401,000",, 3, Plainfield East High School,1597 Trails End Ln 60490,4.0,2.5,"3,200", Natural Gas, Central Air, 2, 1, 0, 0, Full," Finished,Partially Finished",," $11,627.12", 10

Single Family Residential,$28/month,1999,Somerfield,,,, 2.5, Plainfield East High School,1501 Schafer Ave 60490,4.0,2.5,"2,378", Natural Gas, Central Air, 2, 1, 12, 4, Full, Finished," 1,053"," $7,760.10", 10

Townhouse,$161/month,1972,Indian Oaks,,"$145,000",, 2,,509 Seneca Ln 60440,2.0,1,, Natural Gas, Central Air, 1,, 0, 0,, Crawl,," $2,309.24", 5

Single Family Residential,$26/month,2002,Southgate Park,,,, 2, Plainfield East High School,1582 Arlington St 60490,5.0,2.5,"2,613"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 4, Partial," Unfinished,Crawl",," $10,009.82", 9

Single Family Residential,,1993,Lakewood Farms,,,, 2,,661 Lakewood Farms Dr 60490,4.0,2.5,"2,200"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $8,645.42", 8

Townhouse,$199/month,1972,Winston Village,,"$230,000",, 1,,106 Winston Ct 60440,4.0,2.5,"1,590"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $4,987", 7

Other,,1972,,,"$205,000",,,,592 Eric Way 60440,,1.5,"1,180",,,,, 0, 0,,,,,

Single Family Residential,,1978,Bolingbrook,,,, 3, South High School,529 Cambridge Way 60440,4.0,3,"2,862", Natural Gas, Central Air, 3,, 16, 0, Walkout," Finished,Crawl",," $8,680.70", 9

Single Family Residential,,1996,Hickory Oaks,,,, 2, Neuqua Valley High School,215 Silverado St 60490,4.0,3.5,"2,425", Forced Air, Central Air, 3, 1, 10, 8, Partial," Finished,Rec/Family Area",," $8,332.82", 11

Townhouse,$140/month,1983,Bolingbrook,,"$182,000",, 2, Bolingbrook High School,612 Sundance Dr 60440,3.0,1.5,"1,168"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $4,504.98", 6

Single Family Residential,,1965,Bolingbrook,,"$248,000",, 2, Bolingbrook High School,208 S Ashbury Ave 60440,3.0,2,"1,372"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,881.74", 7

Single Family Residential,,1997,Bradford Place,,,, 2, Bolingbrook High School,367 Aristocrat Dr 60490,4.0,3.5,"2,110"," Natural Gas, Forced Air", Central Air, 3, 1, 14, 0, Full," Partially Finished,Egress Window",," $9,887.62", 11

Single Family Residential,$35/month,2014,Bolingbrook,,,, 3, Plainfield East High School,1181 Winding Way 60490,4.0,2.5,"2,664"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $7,802.66", 9

Single Family Residential,,2001,,,"$360,000",,,,304 Fox Bend Cir 60440,4.0,2.5,"2,399",,,,, 0, 0,,,,, 9

Single Family Residential,,1989,Heritage Heights,,"$410,000",, 2,,291 Carriage Ct 60490,4.0,2.5,"2,522"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Full," Finished,9 ft + pour",," $8,421.26", 9

Single Family Residential,,1962,Bolingbrook,,,, 1, Bolingbrook High School,178 Queenswood Rd 60440,4.0,2.5,"1,488"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0,, None,," $5,921.58", 8

Other,,1989,,,"$215,000",,,,713 Green Mountain Ct 60440,3.0,1.5,"1,552",,,,, 0, 0,,,,, 7

Townhouse,$138/month,1971,Indian Oaks,,"$152,500",, 2,,451 Sauk Ln 60440,3.0,2,"1,451"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Walkout, Partially Finished,," $4,850", 7

Single Family Residential,,1971,Indian Oaks,,"$327,000",, 2, Bolingbrook High School,153 Tamarack Dr 60440,4.0,2.5,"2,189"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $5,786.44", 8

Single Family Residential,,1974,Winston Woods,,,, 2, Bolingbrook High School,572 N Pinecrest Rd 60440,4.0,2.5,"1,915", Natural Gas, Central Air, 2, 1, 2, 0, Partial, Partially Finished,," $7,723", 8

Other,,2005,,,"$502,000",,,,1802 Pampas St 60490,4.0,3.5,"3,129",,,,, 0, 0,,,,, 9

Single Family Residential,,1981,Feathersound,,"$320,000",, 2, Bolingbrook High School,6 Swan Cir 60440,4.0,2.5,"2,132"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $8,095.24", 8

Single Family Residential,,1993,Bolingbrook,,,, 2,,127 Sandalwood Ln 60440,3.0,2.5,"1,675", Natural Gas, Central Air, 2, 1, 6, 0, Partial, Finished,," $7,128.88", 8

Single Family Residential,$28/month,1999,Somerfield,,"$435,000",, 2, Plainfield East High School,1425 Glenside Dr 60490,4.0,2.5,"3,142"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Partial," Finished,Crawl,Storage Space",," $10,545.02", 10

Single Family Residential,,1975,Bolingbrook,,,, 2,,354 Ruth Cir 60440,3.0,1.5,"1,618", Natural Gas,, 1, 1, 0, 0,, None,," $5,752.86", 6

Townhouse,$174/month,2001,Wooded Creek,,"$250,000",, 2, Bolingbrook High School,387 Aaron Ln 60440,3.0,2.5,"1,843"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $7,821.56", 7

Single Family Residential,,1998,Bolingbrook,,"$295,000",, 2,,131 Steamboat Ln 60490,3.0,2,"1,650"," Natural Gas, Forced Air", Central Air, 2,, 2, 0, Partial," Partially Finished,Sub-Basement",," $7,755.80", 8

Single Family Residential,,1995,Bolingbrook,,"$263,000",, 2, Bolingbrook High School,5 Sherington Ct 60440,3.0,2.5,"1,681"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,572.92", 8

Single Family Residential,,1971,Cinnamon Creek,,,, 1,,134 Valley Dr 60440,4.0,2,"1,348"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $5,820.32", 8

Townhouse,$170/month,1983,Clusters,,,, 1, Bolingbrook High School,458 Wyeth Ct 60440,3.0,1.5,"1,372"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $5,297", 6

Single Family Residential,,1978,Bolingbrook,,,,,,585 Cambridge Way 60440,,,,,,,, 0, 0,,,," $6,788.14", 0

Condo/Co-op,,1977,,,"$120,000",,,,20 Elm Ct 60440,,1.5,"1,180",,,,, 0, 0,,,,,

Single Family Residential,,2001,,,"$360,000",,,,304 Fox Bend Cir 60440,4.0,2.5,"2,399",,,,, 0, 0,,,,, 9

Single Family Residential,,1989,Heritage Heights,,"$410,000",, 2,,291 Carriage Ct 60490,4.0,2.5,"2,522"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Full," Finished,9 ft + pour",," $8,421.26", 9

Single Family Residential,,1962,Bolingbrook,,,, 1, Bolingbrook High School,178 Queenswood Rd 60440,4.0,2.5,"1,488"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0,, None,," $5,921.58", 8

Other,,1989,,,"$215,000",,,,713 Green Mountain Ct 60440,3.0,1.5,"1,552",,,,, 0, 0,,,,, 7

Townhouse,$138/month,1971,Indian Oaks,,"$152,500",, 2,,451 Sauk Ln 60440,3.0,2,"1,451"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Walkout, Partially Finished,," $4,850", 7

Single Family Residential,,1971,Indian Oaks,,"$327,000",, 2, Bolingbrook High School,153 Tamarack Dr 60440,4.0,2.5,"2,189"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $5,786.44", 8

Single Family Residential,,1974,Winston Woods,,,, 2, Bolingbrook High School,572 N Pinecrest Rd 60440,4.0,2.5,"1,915", Natural Gas, Central Air, 2, 1, 2, 0, Partial, Partially Finished,," $7,723", 8

Other,,2005,,,"$502,000",,,,1802 Pampas St 60490,4.0,3.5,"3,129",,,,, 0, 0,,,,, 9

Single Family Residential,,1981,Feathersound,,"$320,000",, 2, Bolingbrook High School,6 Swan Cir 60440,4.0,2.5,"2,132"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $8,095.24", 8

Single Family Residential,,1993,Bolingbrook,,,, 2,,127 Sandalwood Ln 60440,3.0,2.5,"1,675", Natural Gas, Central Air, 2, 1, 6, 0, Partial, Finished,," $7,128.88", 8

Single Family Residential,$28/month,1999,Somerfield,,"$435,000",, 2, Plainfield East High School,1425 Glenside Dr 60490,4.0,2.5,"3,142"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Partial," Finished,Crawl,Storage Space",," $10,545.02", 10

Single Family Residential,,1975,Bolingbrook,,,, 2,,354 Ruth Cir 60440,3.0,1.5,"1,618", Natural Gas,, 1, 1, 0, 0,, None,," $5,752.86", 6

Townhouse,$174/month,2001,Wooded Creek,,"$250,000",, 2, Bolingbrook High School,387 Aaron Ln 60440,3.0,2.5,"1,843"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $7,821.56", 7

Single Family Residential,,1998,Bolingbrook,,"$295,000",, 2,,131 Steamboat Ln 60490,3.0,2,"1,650"," Natural Gas, Forced Air", Central Air, 2,, 2, 0, Partial," Partially Finished,Sub-Basement",," $7,755.80", 8

Single Family Residential,,1995,Bolingbrook,,"$263,000",, 2, Bolingbrook High School,5 Sherington Ct 60440,3.0,2.5,"1,681"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,572.92", 8

Single Family Residential,,1971,Cinnamon Creek,,,, 1,,134 Valley Dr 60440,4.0,2,"1,348"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $5,820.32", 8

Townhouse,$170/month,1983,Clusters,,,, 1, Bolingbrook High School,458 Wyeth Ct 60440,3.0,1.5,"1,372"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $5,297", 6

Single Family Residential,,1978,Bolingbrook,,,,,,585 Cambridge Way 60440,,,,,,,, 0, 0,,,," $6,788.14", 0

Condo/Co-op,,1977,,,"$120,000",,,,20 Elm Ct 60440,,1.5,"1,180",,,,, 0, 0,,,,,

Other,,2003,,,"$390,000",,,,804 Hartford Ln 60440,,2.5,"3,888",,,,, 0, 0,,,,,

Other,,1972,,,"$203,517",,,,143 Jerome Ln 60440,2.0,1.5,"1,692",,,,, 0, 0,,,,, 6

Single Family Residential,,1972,Winston Woods,,,, 2, Bolingbrook High School,621 Keystone Dr 60440,3.0,2,"2,115"," Natural Gas, Forced Air", Central Air, 2,, 0, 14,, None,," $6,838", 7

Single Family Residential,,1994,Heritage Creek,,"$400,000",, 2, Naperville Central High School,7 Wescott Ct 60440,3.0,2.5,"2,172"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full," Partially Finished,Crawl,Egress Window",," $8,624", 7

Single Family Residential,,1980,Bolingbrook,,"$305,000",, 2, Bolingbrook High School,723 N Ashbury Ave 60440,4.0,2.5,"2,194"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Unfinished,Egress Window",," $8,315.76", 9

Single Family Residential,$29/month,2004,Bolingbrook,,"$360,000",, 2,,242 S Cranberry St 60490,5.0,3,"2,267", Forced Air, Central Air, 2, 2, 0, 0, Full, Finished,," $11,276.68", 9

Condo,$158/month,1972,Bolingbrook,,"$142,500",, 1, Bolingbrook High School,228 Elkhorn Ct 60440,2.0,1,975," Natural Gas, Forced Air", Central Air, 1,, 2, 0,, None,," $2,856.76", 5

Single Family Residential,,1995,Bloomfield Village,,,, 2, Bolingbrook High School,480 Columbine Ln 60440,4.0,3.5,"2,600"," Natural Gas, Forced Air", Central Air, 3, 1, 8, 8, Full, Finished,," $8,180.44", 8

Townhouse,$291/month,2007,Patriot Place,,"$445,000",, 2, Plainfield East High School,1216 Betsy Ross Pl 60490,4.0,3,"2,172"," Natural Gas, Forced Air", Central Air, 3,, 0, 2," Full, English"," Finished,Lookout,Storage Space",," $9,520", 10

Single Family Residential,,1975,Bolingbrook,,"$292,000",, 2, Bolingbrook High School,365 N Pinecrest Rd 60440,3.0,2,"1,755"," Natural Gas, Forced Air", Central Air, 2,, 2, 0,, None,," $3,318", 8

Other,,1993,,,"$230,000",,,,419 Van Gogh Cir 60440,,2.5,"1,971",,,,, 0, 0,,,,,

Single Family Residential,,1975,Cherrywood,,,, 2.5, Bolingbrook High School,129 Monticello Cir 60440,4.0,2.5,"1,343"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 8, Full, Finished,," $7,356", 10

Condo/Co-op,,1973,,,"$170,000",,,,3R Fernwood Dr 60440,,1.5,958,,,,, 0, 0,,,,,

Single Family Residential,$29/month,2003,Bolingbrook,,"$393,000",, 2, Bolingbrook High School,3 Catalpa Ct 60490,5.0,3.5,"2,506"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $12,476.12", 12

Single Family Residential,$15/month,2003,Lakewood Ridge,,"$380,000",, 3, Bolingbrook High School,169 Glendale Dr 60440,4.0,3.5,"2,351"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $10,850.30", 9

Single Family Residential,,1991,Williams Glen,,,, 2, Bolingbrook High School,6 Pennsbury Ct 60440,3.0,2.5,"2,043"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 2,, None,," $8,985.58", 8

Single Family Residential,$30/month,2005,Augusta Village,,,, 4, Bolingbrook High School,338 Hogan St 60490,4.0,2.5,"3,036", Natural Gas, Central Air, 2, 1, 18, 4, Full," Unfinished,Bathroom Rough-In,8 ft + pour",," $10,459.90", 9

Single Family Residential,$26/month,2003,Foxridge Farms,,,, 3, Plainfield East High School,2258 Janice Ln 60490,5.0,4,"3,930"," Natural Gas, Forced Air"," Central Air, Zoned", 4,, 20, 4, Full," Finished,Egress Window,Rec/Family Area,Storage Space",," $10,762.78", 13

Single Family Residential,,1990,Cherrywood East,,,, 2, Bolingbrook High School,205 Green Mountain Dr 60440,4.0,2.5,"2,196"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 6, Full, Unfinished," 1,133"," $5,523.70", 9

Townhouse,$197/month,1993,Town Centre Park,,"$215,000",, 2, Bolingbrook High School,300 Wildrose Ct 60440,3.0,2.5,"1,600"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0," Partial, Walkout", Partially Finished,," $4,490.72", 8

Townhouse,$276/month,2012,Patriot Place,,,, 2, Plainfield East High School,2071 John Paul Jones Ln 60490,3.0,3,"1,730"," Natural Gas, Forced Air", Central Air, 3,, 6, 12, Full," Finished,Rec/Family Area,Sleeping Area,Storage Space",," $7,778.60", 8

Single Family Residential,,1969,Bolingbrook,,"$215,000",, 1, Bolingbrook High School,255 N Ashbury Ave 60440,3.0,1.5,"1,348"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Partial, Partially Finished,," $4,849.08", 6

Single Family Residential,$13/month,2003,Bolingbrook,,"$435,000",, 3, Plainfield East High School,1571 Woodland Ln 60490,4.0,2.5,"4,804"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished," 2,024"," $11,926.50", 9

Single Family Residential,,1972,Bolingbrook,,,, 2,,2 Charlestown Ct 60440,4.0,2,"1,950", Other, Central Air, 2,, 0, 0,, Slab,," $6,378.46", 6

Single Family Residential,,1997,Bolingbrook,,,, 2,,520 Rebecca Ln 60440,3.0,1.5,"2,087"," Natural Gas, Forced Air", Central Air, 1, 1, 12, 0, Full, Unfinished,," $4,197.68", 8

Single Family Residential,,1994,Heritage Creek,,"$425,000",, 2, Naperville Central High School,755 Ayers St 60440,4.0,3,"2,447"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0, Full," Finished,Crawl",," $8,693", 9

Single Family Residential,,1960,Bolingbrook,,,, 3, Bolingbrook High School,109 Rocklyn Ct 60440,3.0,1.5,"1,115"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $4,360.64", 6

Townhouse,,1978,Bolingbrook,,,, 1,,336 Kirkwood Cir 60440,3.0,2,"1,037", Natural Gas, Central Air, 2,, 0, 0, Full, Finished,," $3,380", 7

Single Family Residential,,1998,Bolingbrook,,,, 2.5, Bolingbrook High School,209 Chestnut Ln 60490,3.0,2,"1,650"," Natural Gas, Forced Air", Central Air, 2,, 12, 4, Full," Partially Finished,Sub-Basement",," $7,509.82", 8

Single Family Residential,,1971,Bolingbrook,,,, 2, Bolingbrook High School,161 N Lancaster Dr 60440,4.0,2.5,"2,144"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 0,, None,," $7,286.18", 9

Other,,1994,,,"$355,000",,,,415 Bradford Pl 60490,,2.5,"2,000",,,,, 0, 0,,,,,

Condo,$174/month,1972,Bolingbrook,,,, 1,,1 Fernwood Dr 60440,4.0,1,"1,188", Natural Gas, Other, 1,, 0, 0,, None,, $854.42, 6

Other,,2001,,,"$375,000",,,,229 Fox Bend Cir 60440,,2.5,"2,470",,,,, 0, 0,,,,,

Single Family Residential,$12/month,2003,Lakewood Ridge,,,, 2, Bolingbrook High School,368 Clifton Ln 60440,3.0,2.5,"1,614"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Unfinished,Concrete (Basement),Storage Space",," $9,150.34", 7

Townhouse,$190/month,1996,Chanticleer,,"$265,000",, 4,,407 Inner Cir Dr 60490,3.0,2.5,"1,892", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished, 638," $6,836", 6

Single Family Residential,,1969,Bolingbrook,,"$255,000",, 1,,337 Rockhurst Rd 60440,3.0,1.5,"1,662"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Crawl,," $5,468.02", 6

Single Family Residential,,1988,Bolingbrook,,,, 6,,833 Bonnie Brae Ln 60440,6.0,4,"2,344", Natural Gas, Central Air, 4,, 0, 0, Walkout," Finished,Exterior Access,Rec/Family Area,Sleeping Area,Storage Space,Walk-Up Access",," $10,226", 13

Single Family Residential,,1969,,,"$180,000",,,,453 Cumberland Ln 60440,,2,"1,265",,,,, 0, 0,,,,,

Single Family Residential,,1973,Bolingbrook,,,, 2.5, Bolingbrook High School,230 Plymouth Ln 60440,4.0,2,"1,764"," Natural Gas, Forced Air", Central Air, 2,, 16, 0,, None,," $7,219", 8

Single Family Residential,,1981,Bolingbrook,,"$240,000",, 1,,324 Lakeside Dr 60440,3.0,1.5,"1,096", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $4,649.54", 5

Single Family Residential,$30/month,2013,River Hills,,,, 3, Plainfield East High School,2276 Pebblestone Way 60490,4.0,2.5,"3,229", Natural Gas, Central Air, 2, 1, 12, 0, Full, Unfinished,," $9,490.24", 8

Townhouse,$205/month,1972,Winston Village,,,, 1, Bolingbrook High School,516 Jordan Way 60440,3.0,1.5,"1,180"," Natural Gas, Forced Air", Central Air, 1, 1, 10, 0, Full, Partially Finished,," $4,652.46", 6

Single Family Residential,,1962,Bolingbrook,,,, 2, Bolingbrook High School,174 Queenswood Rd 60440,3.0,1,"1,162", Natural Gas, Central Air, 1,, 4, 2,, Slab,," $5,241.44", 5

Other,,1978,,,"$187,000",,,,21 Fernwood Dr 60440,,1.5,"1,296",,,,, 0, 0,,,,,

Townhouse,$222/month,2002,The Enclave,,,, 2, Bolingbrook High School,118 Enclave Cir 60440,2.0,1.5,"1,566", Natural Gas, Central Air, 1, 1, 4, 0, English, Finished,," $5,181.16", 7

Single Family Residential,,1987,St Andrews Woods,,"$419,900",, 2, Bolingbrook High School,820 Tam O Shanter Cir 60440,5.0,4.5,"3,500", Natural Gas, Central Air, 4, 1, 0, 2, Partial," Finished,Egress Window,Rec/Family Area,Sleeping Area,Storage Space",," $11,111.94", 10

Single Family Residential,$9/month,1998,River Bend,,"$453,000",, 2, Neuqua Valley High School,1811 Marne Rd 60490,4.0,2.5,"2,648", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $9,078", 8

Townhouse,$219/month,2004,Bolingbrook,,"$245,000",, 2,,138 Enclave Cir 60440,2.0,2.5,"1,441", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $4,564.22", 7

Single Family Residential,,1972,Sugarbrook,,,, 2, Bolingbrook High School,171 Creekside Dr 60440,3.0,1.5,"1,348", Natural Gas, Central Air, 1, 1, 0, 0, Full, Unfinished, 897," $4,306.52", 4

Single Family Residential,,1993,Twin Creeks,,"$377,000",, 2.5, South High School,1100 N Ashbury Ave 60440,4.0,3.5,"2,250"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Partial, Finished,," $8,611.56", 10

Single Family Residential,,1962,Colonial Village,,,, 2.5,,182 Queenswood Rd 60440,3.0,1.5,"1,435"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $6,464.44", 7

Single Family Residential,$23/month,2002,Bolingbrook,,,, 2, Bolingbrook High School,197 Lilac St 60490,5.0,3.5,"2,470"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $11,283.26", 11

Single Family Residential,,1995,Hickory Oaks,,,, 2, Neuqua Valley High School,178 Silverado St 60490,4.0,2.5,"2,952"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 0, Full," Finished,Crawl", 663," $8,073.38", 11

Townhouse,$250/month,1972,Bolingbrook,,,, 2,,31 Wildwood Ln 60440,3.0,1.5,"1,034", Natural Gas, Central Air, 1, 1, 0, 6,, None,," $3,419.24", 6

Single Family Residential,,1974,Bolingbrook,,,, 1,,201 N Commonwealth Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $4,792.04", 6

Townhouse,$150/month,1972,Indian Oaks,,,, 1, Bolingbrook High School,328 Ozark Dr 60440,3.0,2.5,"1,300"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 0, Walkout, Finished,," $4,473.92", 8

Single Family Residential,,1992,Lakewood Farms,,"$360,000",, 2, Bolingbrook High School,6 Buckboard Ct 60490,4.0,3.5,"2,200"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $8,813.32", 10

Single Family Residential,,1963,Bolingbrook,,,, 2, Bolingbrook High School,169 Vernon Dr 60440,4.0,2,"1,750", Natural Gas, Central Air, 2,, 8, 0," Full, Walkout"," Partially Finished,Exterior Access,Rec/Family Area,Sleeping Area",," $6,315", 8

Single Family Residential,,1996,Bolingbrook,,,, 2,,1964 Baldwin Way 60490,3.0,2,"1,882"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished," 1,006"," $7,385.68", 8

Single Family Residential,,1997,,,"$380,000",,,,536 Springwood Ln 60440,3.0,2.5,"1,758",,,,, 0, 0,,,,, 11

Single Family Residential,$28/month,2003,Augusta Village,,"$455,000",, 2,,10 Lilac Ct 60490,4.0,3.5,"2,470", Natural Gas, Central Air, 3, 1, 0, 0, Full," Finished,Rec/Family Area",," $12,244.36", 9

Single Family Residential,,1971,,,"$200,000",,,,116 E Robinhood Way 60440,,1,"1,755",,,,, 0, 0,,,,,

Single Family Residential,,1994,Twin Creeks,,,, 2, South High School,303 Stone Creek Dr 60440,3.0,2.5,"1,993", Natural Gas, Central Air, 2, 1, 8, 8, Partial, Finished, 727," $8,032.56", 7

Single Family Residential,$29/month,2004,Augusta Village Greens,,,, 2, Bolingbrook High School,223 Honeysuckle St 60490,4.0,2.5,"2,267", Natural Gas, Central Air, 2, 1, 2, 2, Full, Unfinished, 950," $11,295.80", 9

Single Family Residential,,1980,Bolingbrook,,,, 2, South High School,937 N Ashbury Ave 60440,3.0,2,"1,896", Natural Gas, Central Air, 2,, 0, 0, Full, Finished,," $6,339", 7

Single Family Residential,,1989,Bolingbrook,,,, 2.1,,731 Royal Crest Ct 60440,4.0,3.5,"2,500"," Natural Gas, Forced Air", Central Air, 3, 1, 10, 10," Full, Walkout"," Finished,Exterior Access",," $11,158", 8

Single Family Residential,$35/month,1993,Riverwoods,,,, 3, Bolingbrook High School,2 Roanoke Ct 60440,4.0,3.5,"2,918"," Natural Gas, Forced Air", Central Air, 3, 1, 14, 8," Full, Walkout", Finished,," $12,650.10", 10

Single Family Residential,$35/month,1995,Riverwoods,,,, 3,,412 Delaware Cir 60440,4.0,3.5,"3,500"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3, 1, 12, 12, Full, Finished,," $13,739", 10

Single Family Residential,$9/month,1999,River Bend,,"$510,000",, 2, Neuqua Valley High School,1915 Yukon Dr 60490,5.0,3.5,"2,794"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished," 1,304"," $9,673", 12

Single Family Residential,,1973,Home Run,,,, 2,,305 Lyons Dr 60440,3.0,2,882," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Partial, Finished,," $5,221.02", 6

Other,,2000,,,"$320,000",,,,137 Ash Dr 60490,,2.5,"2,176",,,,, 0, 0,,,,,

Single Family Residential,$33/month,2006,Fairways of Augusta,,"$485,000",, 3, Neuqua Valley High School,1839 Raes Creek Dr 60490,4.0,3,"3,469"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Partial," Unfinished,Crawl",," $11,366.50", 11

Single Family Residential,,1993,Pheasant Chase,,,, 2, Bolingbrook High School,318 Blackfoot Dr 60490,4.0,2.5,"1,432", Natural Gas, Central Air, 2, 1, 0, 2," Full, English"," Finished,Lookout",," $6,390.70", 9

Single Family Residential,,1972,Cherrywood,,"$270,000",, 2.5,,223 Lexington Dr 60440,4.0,2,"1,764"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, None,," $6,982.12", 8

Single Family Residential,$9/month,2002,Bloomfield West,,,, 2, Plainfield East High School,1552 Suncrest Ln 60490,5.0,3.5,"2,539"," Natural Gas, Forced Air", Central Air, 3, 1, 2, 0, Full, Finished," 1,270"," $9,985.06", 12

Single Family Residential,,1978,Cherrywood East,,"$223,000",, 2, Bolingbrook High School,671 Chesapeake Dr 60440,3.0,1,"1,322"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, Slab,," $4,707", 6

Single Family Residential,,1972,Bolingbrook,,"$300,000",, 7, Bolingbrook High School,220 Grant Dr 60440,5.0,2,"2,862", Natural Gas, Central Air, 2,, 0, 0,, None,," $7,134", 8

