Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms

Townhouse,$250/month,1996,Winchester Trails,,,, 2, Neuqua Valley High School,1871 Tamahawk Ln 60564,2.0,2.5,"1,634"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 4, Full, Finished, 819," $4,692.82", 8

Single Family Residential,$64/month,2003,Naperville,,"$675,000",, 3, Waubonsie Valley High School,3639 Hector Ln 60564,7.0,5,"3,749"," Natural Gas, Zoned"," Central Air, Zoned", 5,, 2, 2, Full, Finished," 1,957"," $14,580.48", 12

Single Family Residential,,1960,Burr Oaks,,,, 2, Naperville Central High School,8S275 Indiana Ave 60540,4.0,4,"2,078"," Natural Gas, Forced Air", Central Air, 4,, 4, 14, Full," Finished,Crawl,Egress Window"," 1,244"," $8,844.88", 8

Condo,$325/month,1974,Pebblewood,,"$120,000",, 1,,5S040 Pebblewood Ln 60563,1.0,1,870, Forced Air, Central Air, 1,, 2, 0,, None,," $1,725.74", 4

Single Family Residential,,1955,Naperville,,"$235,000",, 2, Naperville North High School,26W057 Vest Ave 60563,3.0,1,850, Natural Gas, Central Air, 1,, 0, 0, Full, Unfinished,," $4,132", 6

Single Family Residential,$59/month,2000,Tall Grass,,"$615,000",, 2.5, Waubonsie Valley High School,3743 Sunburst Ln 60564,5.0,3.5,"3,193"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished," 1,674"," $12,561.50", 14

Single Family Residential,,1990,,,"$575,000",,,,2118 Overstreet Ct 60565,4.0,2.5,"2,944",,,,, 0, 0,,,,, 9

Single Family Residential,,1976,Naperville,,"$400,000",, 2, Naperville Central High School,1732 Fender Rd 60565,4.0,2.5,"2,300", Natural Gas, Central Air, 2, 1, 2, 2, Full, Unfinished," 1,050"," $7,531", 8

Single Family Residential,$56/month,2020,Wagner Farms,,"$652,000",, 2, Neuqua Valley High School,3947 Gold Cup Ln 60564,5.0,3,"3,300", Natural Gas, Central Air, 3,, 0, 0, Full," Unfinished,Bathroom Rough-In,Egress Window,9 ft + pour",,, 12

Single Family Residential,,1973,Cress Creek,,"$500,000",, 2, Naperville North High School,1019 Thunderbird Ln 60563,4.0,2.5,"2,456"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0, Partial, Unfinished,," $9,949.58", 8

Single Family Residential,$52/month,2020,Wagner Farms,,,, 2, Neuqua Valley High School,3523 Gold Cup Ln 60564,3.0,2.5,"2,500"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 14, Full, Unfinished,," $11,750.20", 9

Single Family Residential,$61/month,2002,Tall Grass,,,, 3, Waubonsie Valley High School,3816 Horizon Ct 60564,5.0,4.5,"4,228", Natural Gas, Central Air, 4, 1, 26, 0," Full, English"," Finished,Egress Window,Lookout,Rec/Family Area"," 2,150"," $16,503.70", 16

Townhouse,$390/month,2013,Carillon Club,,"$470,000",, 2,,2666 Barrington Cir 60564,3.0,2.5,"3,047", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished," 1,949"," $9,622.34", 10

Single Family Residential,,1978,,,"$540,000",,,,1190 Redfield Rd 60563,,2.5,"2,450",,,,, 0, 0,,,,,

,,,,,"$2,100/mo",,,,2459 Sheehan Dr 60564,2.0,2,"1,304",,,,, 0, 0,,,,,

Townhouse,$326/month,2022,Naper Commons,,,, 2, Wheaton Warrenville South H S,1269 Josiah RD 60563,3.0,2.5,"2,100", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,,, 8

Condo,$325/month,1979,Mill Crossing,,,, 1, Naperville North High School,1001 N Mill St 60563,1.0,1,760," Steam, Baseboard",, 1,, 0, 0,, None,, $777.58, 4

Single Family Residential,,1984,,,"$447,500",,,,856 S Naper Blvd 60540,3.0,2,"2,274",,,,, 0, 0,,,,,

Single Family Residential,$59/month,2004,Tall Grass,,,, 3, Waubonsie Valley High School,3420 Minito Ct 60564,6.0,5.5,"4,950"," Natural Gas, Forced Air", Central Air, 5, 1, 8, 10," Full, Walkout"," Finished,Egress Window",," $17,475.62", 12

Single Family Residential,,1985,Cedar Glen,,"$355,000",, 2, Neuqua Valley High School,2268 Briarhill Dr 60565,3.0,2.5,"1,777", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Partially Finished,," $6,987.58", 7

Townhouse,$13/month,1997,Naperville,,"$295,000",, 1, Neuqua Valley High School,2757 Cedar Glade Rd 60564,3.0,2.5,"1,502"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, Slab,," $5,308.68", 6

Single Family Residential,,1974,,,"$533,333",,,,311 Ridgefield Ln 60565,,2.5,"2,236",,,,, 0, 0,,,,,

Condo,$276/month,1985,Chantecleer Lakes,,"$151,000",, 1, Waubonsie Valley High School,1581 Raymond Dr 60563,2.0,1,838," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,886", 5

Condo/Co-op,,1992,,,"$754,000",,,,1444 Aberdeen Ct 60564,2.0,3,"2,210",,,,, 0, 0,,,,, 6

Condo/Co-op,,1999,,,"$228,000",,,,2849 Stonewater Dr 60564,,2,"1,540",,,,, 0, 0,,,,,

Townhouse,$204/month,2018,Tramore,,"$440,000",, 2, Neuqua Valley High School,3739 Tramore Ct 60564,3.0,2.5,"2,130", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $11,714.04", 6

Single Family Residential,$56/month,2021,Wagner Farms,,,, 2, Neuqua Valley High School,3920 Gold Cup Ln 60564,4.0,2.5,"2,386", Natural Gas, Central Air, 2, 1, 8, 0, Full," Unfinished,Bathroom Rough-In",,, 10

Condo,$280/month,1986,Naperville,,"$162,000",, 2,,1508 W Jefferson Ave 60540,2.0,1.5,992," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $2,952", 5

Single Family Residential,,1982,Campus Green,,,, 2, Naperville Central High School,1517 Tulane Dr 60565,4.0,2.5,"2,100"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 16, Full," Finished,Partially Finished,Unfinished,Crawl",," $7,925.36", 10

Townhouse,$227/month,1994,Honey Tree,,"$288,000",, 2, Naperville Central High School,1984 Town Dr 60565,3.0,2.5,"1,315"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,157.26", 6

Single Family Residential,,1983,Farmington,,,, 2, Naperville Central High School,2305 Remington Dr 60565,5.0,2.5,"2,524", Natural Gas, Central Air, 2, 1, 14, 10," Full, English"," Finished,Egress Window,Lookout,Rec/Family Area,Sleeping Area,Storage Space",," $9,393.96", 11

Single Family Residential,$61/month,2001,Tall Grass,,"$665,000",, 3, Waubonsie Valley High School,3935 Bluejay Ln 60564,5.0,4,"3,155"," Natural Gas, Forced Air", Central Air, 4,, 0, 2," Full, Walkout"," Finished,Exterior Access",," $13,775.14", 13

Condo,$283/month,1990,Naperville,,,, 2, Naperville North High School,1230 Chalet Rd 60563,2.0,2,, Natural Gas, Central Air, 2,, 0, 0,, None,," $3,199.30", 5

Single Family Residential,,1994,Eagle Pointe,,"$447,500",, 2, Waubonsie Valley High School,1346 Braymore Cir E 60564,4.0,3.5,"2,340", Radiator(s), Central Air, 3, 1, 0, 2, Full, Finished," 1,170"," $10,459.96", 12

Townhouse,,1975,,,"$260,000",,,,5S033 Firestone Ct 60563,3.0,1.5,"1,476",,,,, 0, 0,,,,,

Single Family Residential,,1978,Wheatland South,,,, 2.5, Neuqua Valley High School,28W749 Richards Dr 60564,3.0,2,"1,609"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Partial," Finished,Crawl",," $6,500.82", 7

Condo/Co-op,,1990,,,"$209,500",,,,876 Quin Ct 60563,2.0,2,"1,491",,,,, 0, 0,,,,, 4

Townhouse,$309/month,2018,Naperville,,,, 2, Naperville Central High School,643 Bourbon Ln 60565,3.0,2.5,"2,382"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $9,635.12", 6

Single Family Residential,,1988,Riverwoods,,,, 2, Naperville Central High School,575 Apple River Dr 60565,5.0,3.5,"3,530"," Natural Gas, Forced Air"," Central Air, Zoned", 3, 1, 20, 10, Partial," Finished,Crawl"," 1,736"," $12,187.10", 14

Townhouse,$177/month,1996,Kingspointe,,"$254,500",, 1, Waubonsie Valley High School,911 Sheridan Cir 60563,2.0,2.5,"1,622"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $5,027.42", 5

Condo,$283/month,1986,Winchester Place,,"$195,700",, 1, Naperville Central High School,93 Midhurst Ct 60565,2.0,2,"1,184"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,292.64", 6

Townhouse,$233/month,2004,Tall Grass,,"$320,000",, 2, Waubonsie Valley High School,3161 Saganashkee Ln 60564,3.0,2.5,"2,585", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished, 712," $6,465.58", 8

Single Family Residential,,1966,Olympic Terrace,,"$414,000",, 2, Naperville Central High School,1213 Olympus Dr 60540,4.0,2.5,"2,146"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Partially Finished, 725," $7,696.82", 10

Single Family Residential,,1985,University Heights,,,, 2,,1330 Fairfield Ct 60565,3.0,2,"1,660"," Natural Gas, Forced Air", Central Air, 2,, 4, 2,, Crawl,," $6,118.50", 7

Single Family Residential,,,Naperville,,"$790,000",, 2.5, Naperville North High School,7S681 Olesen Dr 60540,3.0,2,"2,144", Natural Gas, Central Air, 2,, 0, 2, Partial," Unfinished,Crawl"," 1,072"," $11,118.58", 7

Single Family Residential,$23/month,2000,Orchard Woods,,"$660,000",, 3, Neuqua Valley High School,2216 Glouceston Ln 60564,5.0,4.5,"3,453"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 2, Full, Finished," 1,855"," $13,852.38", 12

Single Family Residential,,1988,The Fields,,,, 2, Metea Valley High School,1249 Ardmore Dr 60540,3.0,2.5,"2,159"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 8, Partial, Finished,," $8,736.90", 9

Single Family Residential,,2008,Cress Creek,,"$1,175,000",, 4, Naperville North High School,1129 Summit Hills Ln 60563,5.0,7,"5,087"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 6, 2, 0, 2, Full, Finished," 2,396"," $29,544.80", 15

Single Family Residential,,1988,Riverwoods,,"$590,000",, 2, Naperville Central High School,2528 River Woods Dr 60565,4.0,3,"2,728"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2, English, Finished,," $12,115", 11

Townhouse,$51/month,1984,Waterfront Estates,,,, 1,,1539 Lighthouse Dr 60565,2.0,1,"1,051"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, Slab,," $3,684.30", 5

Townhouse,$260/month,2018,Sedgwick,,"$440,000",, 2, Metea Valley High School,812 Paisley Ct 60540,4.0,3.5,"2,442"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2,, None,," $8,798.14", 7

Single Family Residential,,1983,University Heights,,"$355,000",, 2, Naperville Central High School,1520 Bradley Ct 60565,3.0,2.5,"1,782"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $7,271.50", 10

Townhouse,$210/month,2020,Naperville,,,, 2, Waubonsie Valley High School,2941 Reflection Dr 60564,3.0,2.5,"2,027"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 8,, None,,, 7

Condo,$290/month,1993,Naperville,,"$220,000",, 1, Metea Valley High School,1227 Tennyson Ln 60540,2.0,2,"1,417", Natural Gas, Central Air, 2,, 0, 0,, Slab,," $4,042.30", 5

Single Family Residential,,2004,,,"$790,000",,,,1231 N Webster St 60563,4.0,3.5,"4,180",,,,, 0, 0,,,,, 9

Single Family Residential,,1956,East Highlands,,,, 2, Naperville Central High School,520 Prairie Ave 60540,4.0,3,"1,700"," Natural Gas, Forced Air", Central Air, 3,, 2, 14, Full, Finished," 1,700"," $10,160.14", 9

Single Family Residential,,1988,,,"$515,000",,,,1036 Sheringham Dr 60565,5.0,3,"4,190",,,,, 0, 0,,,,, 10

Single Family Residential,$59/month,2002,Tall Grass,,"$663,000",, 3, Waubonsie Valley High School,3008 Mistflower Ln 60564,5.0,4,"3,071"," Natural Gas, Forced Air", Central Air, 4,, 0, 2, Full, Finished,," $12,412", 13

Townhouse,$220/month,2021,Naperville Crossings,,"$405,000",, 2, Waubonsie Valley High School,2945 Showplace Dr 60564,3.0,3,"2,039"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0,, None,,, 7

Condo,$203/month,1968,Naperville,,"$121,000",, 1,,1105 Royal St George Dr 60563,1.0,1,768," Natural Gas, Forced Air", Central Air, 1,, 0, 2,, None,," $1,941.02", 4

Single Family Residential,,1995,Brookwood Trace,,"$675,000",, 3, Neuqua Valley High School,2420 Nottingham Ln 60565,5.0,3.5,"3,489"," Natural Gas, Forced Air", Central Air, 3, 1, 2, 2," Full, English", Finished," 1,725"," $13,143", 11

Single Family Residential,$50/month,1993,Ashbury,,,, 3, Neuqua Valley High School,3308 Falkner Dr 60564,5.0,3.5,"2,912"," Natural Gas, Forced Air", Central Air, 3, 1, 16, 16, Full," Finished,Rec/Family Area,Storage Space",," $11,251.98", 14

Condo/Co-op,,2000,,,"$238,000",,,,1963 Golden Gate Ln 60563,2.0,2,"1,233",,,,, 0, 0,,,,, 4

Single Family Residential,$87/month,1999,White Eagle,,"$1,000,000",, 4, Waubonsie Valley High School,3604 White Eagle Dr 60564,6.0,5.5,"5,054"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned, Dual", 5, 1, 0, 2, Full," Finished,Exterior Access"," 2,520"," $19,217.84", 14

Single Family Residential,$6/month,1988,Knoch Knolls,,,, 2, Neuqua Valley High School,2700 Newport Dr 60565,5.0,2.5,"3,262"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 16, Full, Finished,," $11,307.34", 11

Single Family Residential,,1987,Yorkshire Terrace,,,, 2, Naperville North High School,1236 Marls Ct 60563,3.0,2.5,"1,914"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 0, Partial," Unfinished,Crawl",," $8,799.86", 8

Townhouse,$220/month,2021,Naperville Crossings,,"$433,000",, 2, Waubonsie Valley High School,2926 Reflection Dr 60564,3.0,3,"2,222"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2,, None,,, 7

Single Family Residential,,2000,Country Lakes,,"$417,500",, 2, Metea Valley High School,1001 Prairie View Ct 60563,4.0,3.5,"2,166", Natural Gas, Central Air, 3, 1, 0, 2, Full, Finished," 1,089"," $8,279", 10

Townhouse,$220/month,2022,Naperville Crossings,,,, 2, Waubonsie Valley High School,2910 Reflection Dr 60564,3.0,2.5,"2,047"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, None,,, 7

Townhouse,$260/month,2014,Mayfair,,"$342,000",, 2, Metea Valley High School,2857 Henley Ln 60540,3.0,2.5,"1,783", Natural Gas, Central Air, 2, 1, 0, 2,, None,," $6,856.76", 7

Condo/Co-op,,1999,,,"$240,000",,,,2874 Gypsum Cir 60564,2.0,2.5,"1,270",,,,, 0, 0,,,,, 6

Single Family Residential,,1966,Naperville,,"$380,000",, 2, Naperville North High School,408 Tanglewood Ln 60563,3.0,1.5,"1,809"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Partial, Partially Finished,," $8,273", 8

Condo,$389/month,1972,Naperville,,"$135,000",, 2,,104 E Bailey Rd 60565,2.0,1.5,930, Natural Gas,, 1, 1, 0, 0,, Slab,," $1,622.50", 5

Single Family Residential,,1985,Country Lakes,,"$320,000",, 2, Metea Valley High School,5S768 Country Glen Dr 60563,4.0,3,"2,208"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0, Partial, Finished,," $8,106.24", 8

Townhouse,$290/month,2001,Danada Woods,,"$350,000",, 2, Naperville North High School,1303 Danada Ct 60563,3.0,2.5,"1,951"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Finished,Storage Space", 850," $6,824", 7

Single Family Residential,,1993,Fox Meadows,,"$661,000",, 3, Naperville North High School,1304 Hunter Cir 60540,4.0,3,"3,228"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full," Unfinished,Crawl",," $12,170.94", 8

Single Family Residential,,1988,Chestnut Ridge,,,, 2, Naperville Central High School,1844 Syracuse Ave 60565,4.0,3,"3,054", Natural Gas, Central Air, 3,, 8, 10, Full," Finished,Crawl",," $10,450", 9

Condo/Co-op,,2006,,,"$310,000",,,,1025 Neudearborn Ln 60563,3.0,2,"2,095",,,,, 0, 0,,,,, 6

Single Family Residential,,1972,,,"$490,000",,,,6S576 Sussex Rd 60540,,2.5,"2,592",,,,, 0, 0,,,,,

Single Family Residential,$13/month,1993,Lakewood Crossing,,,, 2, Metea Valley High School,1228 Lakewood Cir 60540,3.0,2.5,"1,835"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Finished, 750," $8,020.94", 7

Single Family Residential,,1984,Huntington Hills,,,, 2, Naperville North High School,1374 Green Trails Dr 60540,4.0,2.5,"3,284", Natural Gas, Central Air, 2, 1, 12, 12, Full, Unfinished,," $11,952.78", 11

Single Family Residential,,1966,Maplebrook II,,"$425,000",, 2, Naperville Central High School,25 Swift Ln 60565,3.0,2.5,"2,626"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial," Finished,Crawl", 915," $7,874", 10

Single Family Residential,$21/month,2006,Kinloch,,"$840,000",, 3, Neuqua Valley High School,3404 Keller Ln 60565,5.0,5,"4,290"," Natural Gas, Forced Air", Central Air, 5,, 0, 2, Full, Partially Finished,," $17,590", 14

Single Family Residential,,1981,Trails of Country Lakes,,,, 2, Metea Valley High School,30W746 Whispering Winds Dr 60563,3.0,2,"1,634"," Natural Gas, Forced Air", Central Air, 2,, 8, 0, Walkout, Finished,," $5,859", 7

Single Family Residential,,,Campus Green,,,, 2, Naperville Central High School,1636 Tulane Dr 60565,5.0,3,"3,286", Natural Gas, Central Air, 3,, 8, 14, Full, Finished," 1,256"," $10,108", 9

Townhouse,,1996,Woodlake,,,, 1,,2640 Idaho Rd 60564,2.0,2.5,"1,502"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 8,, None,," $5,224", 6

Single Family Residential,,2002,,,"$545,000",,,,3523 Breitwieser Ln 60564,4.0,3,"2,965",,,,, 0, 0,,,,, 10

Single Family Residential,,1976,Indian Hill,,,, 2, Naperville North High School,1562 Apache Dr 60563,4.0,3,"3,100", Natural Gas, Central Air, 3,, 12, 14, Full, Finished,," $10,650.22", 11

Single Family Residential,,1989,West Wind Estates,,"$699,900",, 3, Metea Valley High School,911 Brocks End Ct 60540,5.0,3.5,"4,700", Natural Gas, Central Air, 3, 1, 2, 2, Full," Finished,Rec/Family Area,Storage Space"," 1,100"," $14,089.68", 11

Single Family Residential,,1952,,,"$500,000",,,,418 S Julian St 60540,,2,"1,828",,,,, 0, 0,,,,,

Condo,$193/month,1999,Kingspointe,,,, 2, Metea Valley High School,2712 McClennan Ct 60563,2.0,2.5,"1,466", Natural Gas, Central Air, 2, 1, 4, 0,, Slab,," $4,630.66", 5

Single Family Residential,,1975,Carriage Way Estates,,"$775,000",, 2, Naperville North High School,7S665 Carriage Way Ct 60540,4.0,3,"3,300"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3,, 0, 2, Full, Partially Finished,," $12,842", 10

Single Family Residential,,1970,,,"$550,000",,,,1537 Lark Ln 60565,,2.5,"2,080",,,,, 0, 0,,,,,

Single Family Residential,,1959,East Highlands,,,, 2, Naperville Central High School,730 E Hillside Rd 60540,4.0,3,"2,702"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Partial, Finished,," $6,537", 9

Single Family Residential,,1945,Naperville,,"$349,000",, 2,,30W221 Estes St 60563,3.0,2,"1,792", Natural Gas, Central Air, 2,, 0, 0,, Crawl,," $8,229.14", 6

Single Family Residential,,1973,,,"$435,000",,,,5S680 Buttonwood Ct 60540,4.0,2.5,"2,319",,,,, 0, 0,,,,, 11

Condo,$431/month,1974,Naperville,,,, 1, Naperville North High School,1103 N Mill St 60563,2.0,2,"1,215", Natural Gas, Central Air, 2,, 6, 0,, None,," $2,848.92", 5

Single Family Residential,,1971,Maplebrook II,,,, 2.5, Naperville Central High School,1304 Clyde Dr 60565,3.0,2,"2,099"," Natural Gas, Forced Air", Central Air, 2,, 2, 12, Walkout," Finished,Crawl,Exterior Access,Concrete (Basement),Rec/Family Area,Storage Space,Walk-Up Access",," $4,582.24", 7

Single Family Residential,,1982,Brookdale,,,, 2, Metea Valley High School,1100 Piccadilly Cir 60563,4.0,2.5,"2,126"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 10, Full, Finished,," $8,935.96", 10

Condo/Co-op,,,,,"$480,000",,,,2216 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Other,,1986,,,"$523,900",,,,1013 Augustana Dr 60565,,2.5,"2,908",,,,, 0, 0,,,,,

Single Family Residential,,1989,,,"$632,500",,,,3812 Fossil Creek Ct 60564,4.0,3,"3,352",,,,, 0, 0,,,,, 10

Single Family Residential,,1985,Brookdale,,,, 2, Metea Valley High School,1556 Abbotsford Dr 60563,4.0,2.5,"2,484"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 18," Full, English", Finished," 1,248"," $10,071.30", 11

Single Family Residential,,1959,West Highlands,,,, 2.5, Naperville Central High School,914 Hickory Ln 60540,4.0,2,, Natural Gas, Central Air, 2,, 0, 2, Walkout, Exterior Access,," $7,295.44", 8

Condo,$283/month,1993,Brookdale Manor,,"$210,000",, 1, Metea Valley High School,866 PASS CT 1605 1 60563,3.0,2.5,"1,536"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 0,, None,," $4,384.92", 6

Townhouse,$250/month,2001,Signature Club,,"$301,000",, 2,,3304 Cool Springs Ct 60564,2.0,2.5,"1,610"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $5,626.08", 6

Condo,$300/month,2022,Naperville,,,, 2, Naperville North High School,932 E Chicago Ave 60540,4.0,5,"3,479"," Natural Gas, Forced Air", Central Air, 4, 2, 8, 16, Full," Finished,Egress Window,9 ft + pour",,, 10

Single Family Residential,,1925,Naperville,,"$415,000",, 2, Naperville North High School,29 E 6th Ave 60563,3.0,1.5,"2,594"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 2, Full, Finished,," $7,494.20", 7

Condo,$433/month,1974,Naperville,,"$145,000",, 1, Metea Valley High School,5S040 Pebblewood Ln 60563,2.0,1.5,"1,095", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $1,971.46", 5

Townhouse,$238/month,1994,Naperville,,"$157,000",, 1, Waubonsie Valley High School,1424 Normantown Rd 60564,2.0,1.5,"1,052", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $3,441.58", 4

Single Family Residential,$43/month,1991,Ashbury,,"$590,000",, 3, Neuqua Valley High School,3404 Shire Ct 60564,4.0,3.5,"3,947"," Natural Gas, Zoned"," Central Air, Zoned", 3, 1, 0, 2, Full," Finished,Bathroom Rough-In"," 1,625"," $12,937.38", 16

Townhouse,$334/month,2001,Heatherstone East,,"$305,000",, 2, Waubonsie Valley High School,3342 Rosecroft Ln 60564,2.0,2.5,"1,890"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $6,067.36", 6

Single Family Residential,,1955,East Highlands,,,, 2, Naperville Central High School,525 E Hillside Rd 60540,3.0,2,"1,490"," Natural Gas, Forced Air", Central Air, 2,, 2, 10, Full, Partially Finished,," $8,512.54", 7

Single Family Residential,,1986,Naperville,,,, 2, Naperville Central High School,2062 University Dr 60565,3.0,2.5,"1,680", Natural Gas, Central Air, 2, 1, 0, 0,, Crawl,," $6,183.88", 7

Townhouse,$245/month,1996,Winchester Trails,,"$315,000",, 2, Neuqua Valley High School,1747 Tamahawk Ln 60564,4.0,2.5,"2,000"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished, 957," $5,596.30", 6

Single Family Residential,,2014,Naperville,,"$1,199,000",, 2, Naperville North High School,209 W 8th Ave 60563,4.0,4.5,"5,482"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 2, Full, Unfinished," 2,336"," $28,106.46", 10

Condo,$289/month,1985,Chantecleer Lakes,,,, 1, Waubonsie Valley High School,1565 Raymond Dr 60563,2.0,1,906," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,602.96", 5

Single Family Residential,,1986,Brookdale,,"$447,500",, 2, Metea Valley High School,1624 Abby Dr 60563,4.0,2.5,"2,681"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Finished,," $10,531.90", 12

Townhouse,$222/month,2021,Emerson Park,,"$369,350",, 2, Waubonsie Valley High School,4476 Monroe Ct 60564,2.0,2.5,"1,998", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,,, 6

Townhouse,$250/month,1999,Signature Club,,,,, Waubonsie Valley High School,3248 Cool Springs Ct 60564,3.0,3,"1,619"," Natural Gas, Electric", Central Air, 2, 2, 4, 0, Full, Finished,," $5,606.42", 6

Single Family Residential,$25/month,1995,River Run,,,, 3, Neuqua Valley High School,4327 Clearwater Ln 60564,4.0,4.5,"3,786"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 0, Full, Finished,," $15,125", 10

Townhouse,$234/month,2021,Emerson Park,,"$315,000",, 2, Waubonsie Valley High School,4464 Monroe Ct 60564,2.0,2.5,"1,555", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,,, 5

Single Family Residential,,1998,,,"$875,000",,,,1228 Millet St 60563,,4.5,"4,737",,,,, 0, 0,,,,,

Condo,$267/month,1985,Chantecleer Lakes,,"$155,000",, 1, Metea Valley High School,1529 Raymond Dr 60563,2.0,1,809," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,409.38", 5

Single Family Residential,$167/month,1994,Rivermist,,"$675,000",, 3, Naperville Central High School,2425 Rivermist Ct 60565,4.0,3.5,"3,732"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3, 1, 0, 2, Partial," Partially Finished,Crawl"," 1,174"," $14,360", 12

Townhouse,$246/month,2019,Emerson Park,,,, 2, Waubonsie Valley High School,4475 Monroe Ct 60564,2.0,2.5,"1,555", Natural Gas, Central Air, 2, 1, 4, 12,, Crawl,," $6,208.82", 5

Townhouse,$238/month,1994,Honey Tree,,,, 2, Naperville Central High School,1903 Town Dr 60565,3.0,2.5,"1,315"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,380", 5

Single Family Residential,,2001,Lawn Meadow,,,, 3, Naperville Central High School,28W169 Lawnmeadow Ln 60540,6.0,5,"5,252"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 5,, 12, 14, Full, Partially Finished,," $18,832", 11

Single Family Residential,,1965,Olympic Terrace,,"$431,000",, 2, Naperville Central High School,1228 Hercules Ln 60540,4.0,2.5,"2,208", Natural Gas, Central Air, 2, 1, 0, 2, Partial, Unfinished, 900," $7,702.66", 9

Single Family Residential,$25/month,1997,River Run,,"$720,000",, 3, Neuqua Valley High School,4252 Colton Cir 60564,4.0,3.5,"4,378"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full," Finished,Crawl",," $16,086.92", 11

